title,control_title,Mod,priority,Recommendation Steps/Approach,COST,Unnamed: 6
RDS,Database logging should be enabled,Compliance,p1,"To enable database logging for your RDS instances, log into the AWS Management Console, navigate to your RDS instance, and click on Modify. In the Log exports section, select the types of logs you wish to enable (e.g., error logs, general logs, slow query logs). Save the changes and choose to apply them immediately or during the next maintenance window.
https://docs.aws.amazon.com/AmazonRDS/latest/UserGuide/USER_LogAccess.html",Cost: None/$0 ,
RDS,RDS database instances should use a custom administrator username,Compliance,p1,"To set a custom administrator username for your RDS DB instances, log into the AWS Management Console, navigate to the RDS dashboard, and create a new instance. During the creation process, specify your custom username in the DB instance identifier section. If you have existing instances, you may need to create a new instance and migrate data or change the existing username as per your requirements
https://docs.aws.amazon.com/AmazonRDS/latest/UserGuide/Welcome.html",Cost: None/$0 ,
RDS,RDS DB instances should prohibit public access,Compliance,p1,"To prohibit public access for RDS DB instances, log into the AWS Management Console and navigate to the RDS dashboard. Select your DB instance and ensure that the ""Public accessibility"" option is set to No. Save changes and apply them either immediately or during the next maintenance window
https://docs.aws.amazon.com/AmazonRDS/latest/UserGuide/Welcome.html",Cost: None/$0 ,
RDS,RDS DB snapshots should be encrypted at rest,Compliance,p1,"RDS DB snapshots are encrypted at rest, create snapshots with encryption enabled. Log into the AWS Management Console, navigate to your RDS instance, and select ""Take snapshot."" Ensure that the ""Enable encryption"" option is selected. For existing unencrypted snapshots, you can create a copy of the snapshot with encryption enabled
https://docs.aws.amazon.com/AmazonRDS/latest/UserGuide/Overview.Encryption.html",Cost: None/$0 ,
RDS,RDS snapshots should prohibit public access,Compliance,p1,"RDS snapshots, log into the AWS Management Console and navigate to the RDS dashboard. Select the snapshot you wish to modify and ensure that it is set to Private under the Permissions settings. If public access is enabled, modify the snapshot settings accordingly
https://docs.aws.amazon.com/AmazonRDS/latest/UserGuide/Welcome.html",Cost: None/$0 ,
S3,S3 access points should have block public access settings enabled,Compliance,p1,"In the S3 Console, create or modify an access point and ensure all ""Block public access"" options are checked.
Open Amazon S3, select ""Access Points,"" choose the desired access point, click ""Edit"" in ""Public access settings,"" enable ""Block all public access,"" and click ""Save changes.""",Cost: None/$0 ,
S3,S3 buckets access control lists (ACLs) should not be used to manage user access to buckets,Compliance,p1,"Remove any existing ACLs from your S3 buckets and implement IAM policies to manage user access permissions by attaching them to the relevant IAM users or roles. 
Go to the bucket's Permissions tab, edit the Access Control List (ACL), uncheck or remove all grantees, and save changes. Then, create an IAM policy under the IAM service, attach it to the relevant IAM users or roles, and manage S3 access permissions through that policy.
Reference: https://docs.aws.amazon.com/IAM/latest/UserGuide/reference_policies_examples_s3_rw-bucket.html",Cost: None/$0 ,
S3,S3 bucket default encryption should be enabled,Compliance,p1,"Open the S3 console, select the bucket, go to Properties, enable Default Encryption, and save changes.
Reference: https://docs.aws.amazon.com/AmazonS3/latest/userguide/UsingEncryption.html",Cost: None/$0  (but KMS may incur costs),
S3,S3 bucket default encryption should be enabled with KMS,Compliance,p1,"To enable default encryption with KMS for an S3 bucket, open the S3 console, select the bucket, navigate to the ""Properties"" tab, enable default encryption, choose ""AWS Key Management Service key (SSE-KMS),"" select your KMS key, and save the changes.
Reference:  https://docs.aws.amazon.com/AmazonS3/latest/userguide/example-bucket-policies.html#example-bucket-policies-encryption",KMS costs apply based on usage,
S3,S3 buckets should enforce SSL,Compliance,p1,"To enforce SSL for your S3 buckets, set a bucket policy that denies HTTP requests, allowing only HTTPS. Consider using Amazon CloudFront to require HTTPS and enable server-side encryption for added security.
Reference: https://docs.aws.amazon.com/AmazonS3/latest/userguide/example-bucket-policies.html#example-bucket-policies-HTTP-HTTPS",Cost: None/$0 ,
S3,S3 bucket logging should be enabled,Compliance,p1,"To enable S3 bucket logging and track access requests, go to the S3 console, select your bucket, click on ""Properties,"" under ""Server access logging,"" enable it, and specify a target bucket to store the logs for analysis.
Reference: https://docs.aws.amazon.com/AmazonS3/latest/userguide/enable-server-access-logging.html",Depends on log storage,
S3,Ensure MFA Delete is enabled on S3 buckets,Compliance,p1,"Enable versioning on your S3 bucket through the AWS Management Console, CLI, or SDKs. Then, set up MFA for your IAM user and configure MFA Delete using the AWS CLI or SDKs, as it cannot be done via the Management Console.
Reference: https://docs.aws.amazon.com/AmazonS3/latest/userguide/MultiFactorAuthenticationDelete.html",Cost: None/$0 ,
S3,S3 bucket ACLs should not be accessible to all authenticated user,Compliance,p1,"To restrict S3 bucket ACLs from being accessible to all authenticated users, remove any permissions for ""Authenticated Users"" in the ACL settings and review the bucket policy to ensure no access is granted to this group. Consider using bucket policies for more granular control instead of ACLs.reference: https://docs.aws.amazon.com/AmazonS3/latest/userguide/walkthrough1.html",Cost: None/$0 ,
S3,S3 buckets object logging should be enabled,Compliance,p1,"To enable object logging for an S3 bucket, go to the bucket in the S3 console, navigate to the Properties tab, and enable Server Access Logging by specifying a target bucket for logs. This will capture and store logs of all requests made to the bucket.
Reference: https://docs.aws.amazon.com/AmazonS3/latest/userguide/enable-server-access-logging.html",Depends on log storage,
S3,S3 bucket policy should prohibit public access,Compliance,p1,"To prohibit public access to an S3 bucket, create a bucket policy that denies access to any principal (user or account) except for specific allowed users.
Reference: https://docs.aws.amazon.com/AmazonS3/latest/userguide/access-control-block-public-access.html",Cost: None/$0 ,
S3,S3 buckets should prohibit public read access,Compliance,p1,"To prohibit public read access to an S3 bucket, enable all options under the Block public access settings in the bucket's Permissions tab. Additionally, review the bucket policy for any statements allowing public read access and remove or modify them as necessary.
Reference: https://docs.aws.amazon.com/config/latest/developerguide/s3-bucket-public-read-prohibited.html",Cost: None/$0 ,
S3,S3 buckets should prohibit public write access,Compliance,p1,"Access the S3 console, select the bucket, enable all options under Block public access in the Permissions tab, and review the bucket policy to modify or remove any public write access statements as needed.
reference: https://docs.aws.amazon.com/config/latest/developerguide/s3-bucket-public-write-prohibited.html",Cost: None/$0 ,
S3,S3 bucket versioning should be enabled,Compliance,p1,"Go to the AWS S3 console, select the bucket, and navigate to the ""Properties"" tab. In the ""Bucket Versioning"" section, click ""Edit,"" enable versioning, and save the changes.
Reference: https://docs.aws.amazon.com/AmazonS3/latest/userguide/Versioning.html",Cost: None/$0  (but may incur storage costs),
S3,S3 public access should be blocked at account level,Compliance,p1,"Ggo to the AWS Management Console, open the S3 service, and click on ""Block Public Access settings for this account."" Then, enable the block for all public access settings, including new and existing buckets, and save the changes to apply account-wide.
Reference: https://docs.aws.amazon.com/config/latest/developerguide/s3-account-level-public-access-blocks.html",Cost: None/$0 ,
S3,S3 public access should be blocked at account and bucket levels,Compliance,p1,"Go to the AWS S3 console and navigate to ""Block Public Access settings for this account"" under the ""S3"" dashboard. Enable all options to block public access at the account level. Then, for each bucket, go to the ""Permissions"" tab, edit the ""Block public access"" settings, enable all options, and save the changes.",Cost: None/$0 ,
Security,AWS account should be part of AWS Organizations,AWS Well-Architected Framework,p1,Ensure the AWS account is a member of AWS Organizations. Steps: 1. Review account settings. 2. Enroll in AWS Organizations if not already a member. # REF:https://docs.aws.amazon.com/organizations/latest/userguide/orgs_management.html,Cost: None/$0 ,
Security,BP02 Secure account root user and properties,AWS Well-Architected Framework,p1,Secure the root user and associated properties. Steps: 1. Enable MFA on the root account. 2. Remove unnecessary access keys. 3. Monitor root user actions. # REF:https://docs.aws.amazon.com/IAM/latest/UserGuide/best-practices.html,Cost: None/$0 ,
Security,IAM root user hardware MFA should be enabled,AWS Well-Architected Framework,p1,Ensure hardware MFA is enabled for the IAM root user. Steps: 1. Access IAM dashboard. 2. Enable MFA for the root user account. # REF:https://docs.aws.amazon.com/IAM/latest/UserGuide/id_credentials_mfa.html,Cost: None/$0 ,
Security,IAM root user MFA should be enabled,AWS Well-Architected Framework,p1,Enable MFA for the IAM root user. Steps: 1. Navigate to the IAM dashboard. 2. Activate MFA for the root user account. # REF:https://docs.aws.amazon.com/IAM/latest/UserGuide/id_credentials_mfa.html,Cost: None/$0 ,
Security,IAM root user should not have access keys,AWS Well-Architected Framework,p1,Ensure that the IAM root user does not have any access keys. Steps: 1. Check the root user's access key settings. 2. Remove any access keys associated with the root user. # REF:https://docs.aws.amazon.com/IAM/latest/UserGuide/id_credentials_access-keys.html,Cost: None/$0 ,
Security,CodeBuild project plaintext environment variables should not contain sensitive AWS values,AWS Well-Architected Framework,p1,Ensure sensitive AWS values are not stored in plaintext environment variables in CodeBuild. Steps: 1. Review CodeBuild projects. 2. Use AWS Secrets Manager for sensitive values. # REF:https://docs.aws.amazon.com/codebuild/latest/userguide/build-spec-ref.html,Cost: None/$0 ,
Security,EC2 instances should use IMDSv2,AWS Well-Architected Framework,p1,Ensure all EC2 instances are configured to use Instance Metadata Service Version 2 (IMDSv2). Steps: 1. Review instance metadata settings. 2. Update instances to use IMDSv2. # REF:https://docs.aws.amazon.com/AWSEC2/latest/UserGuide/iam-roles-using.html,Cost: None/$0 ,
Security,EC2 instances should have IAM profile attached,AWS Well-Architected Framework,p1,Ensure all EC2 instances have an IAM profile attached. Steps: 1. Review EC2 instance settings. 2. Attach IAM roles where necessary. # REF:https://docs.aws.amazon.com/IAM/latest/UserGuide/id_roles_use_switch-role.html,Cost: None/$0 ,
Security,CloudWatch should not allow cross-account sharing,AWS Well-Architected Framework,p1,Ensure that CloudWatch does not allow cross-account sharing. Steps: 1. Review CloudWatch settings. 2. Modify sharing permissions as necessary. # REF:https://docs.aws.amazon.com/AmazonCloudWatch/latest/monitoring/CloudWatch_Cross_Account.html,Cost: None/$0 ,
Security,ECS containers should be limited to read-only access to root filesystems,AWS Well-Architected Framework,p1,Configure ECS containers to limit root filesystem access to read-only. Steps: 1. Review ECS container settings. 2. Update definitions to enforce read-only access. # REF:https://docs.aws.amazon.com/AmazonECS/latest/developerguide/task_definition_parameters.html,Cost: None/$0 ,
Security,EMR cluster Kerberos should be enabled,AWS Well-Architected Framework,p1,Enable Kerberos for EMR clusters to enhance security. Steps: 1. Review EMR cluster settings. 2. Configure Kerberos authentication. # REF:https://docs.aws.amazon.com/emr/latest/ManagementGuide/emr-kerberos.html,Cost: None/$0 ,
Security,EC2 instances should have IAM profile attached,AWS Well-Architected Framework,p1,Ensure all EC2 instances have an IAM profile attached. Steps: 1. Review EC2 instance settings. 2. Attach IAM roles as necessary. # REF:IAM Roles for EC2,Cost: None/$0 ,
Security,IAM groups should have at least one user,AWS Well-Architected Framework,p1,Ensure each IAM group has at least one user assigned. Steps: 1. Review IAM groups. 2. Add users to groups that are empty. # REF:https://docs.aws.amazon.com/IAM/latest/UserGuide/id_roles_use_switch-role.html,Cost: None/$0 ,
Security,Ensure managed IAM policies should not allow blocked actions on KMS keys,AWS Well-Architected Framework,p1,Ensure that managed IAM policies do not allow actions blocked on KMS keys. Steps: 1. Review IAM policies. 2. Adjust policies to restrict blocked actions. # REF:https://docs.aws.amazon.com/IAM/latest/UserGuide/id_groups.html,Cost: None/$0 ,
Security,IAM policy should not have statements with admin access,AWS Well-Architected Framework,p1,Review IAM policies to ensure they do not contain statements granting admin access. Steps: 1. Audit IAM policies. 2. Modify any overly permissive policies. # REF:https://docs.aws.amazon.com/IAM/latest/UserGuide/access_policies.html,Cost: None/$0 ,
Security,AWS account should be part of AWS Organizations,AWS Well-Architected Framework,p1,Ensure the AWS account is a member of AWS Organizations. Steps: 1. Review account settings. 2. Enroll in AWS Organizations if not already a member. # REF:https://docs.aws.amazon.com/IAM/latest/UserGuide/access_policies.html,Cost: None/$0 ,
Security,IAM user credentials that have not been used in 90 days should be disabled,AWS Well-Architected Framework,p1,Audit IAM user credentials and disable those that have not been used in 90 days. Steps: 1. Review user access logs. 2. Disable inactive user credentials. # REF:https://docs.aws.amazon.com/IAM/latest/UserGuide/id_credentials_access-keys.html,Cost: None/$0 ,
Security,DMS replication instances should not be publicly accessible,AWS Well-Architected Framework,p1,Ensure DMS replication instances are not publicly accessible. Steps: 1. Review DMS instance settings. 2. Modify accessibility settings as necessary. # REF:https://docs.aws.amazon.com/dms/latest/userguide/CHAP_Security.html,Cost: None/$0 ,
Security,Log group retention period should be at least 365 days,AWS Well-Architected Framework,p1,Set the log group retention period to at least 365 days. Steps: 1. Review CloudWatch log groups. 2. Update retention settings for compliance. # REF:https://docs.aws.amazon.com/AmazonCloudWatch/latest/monitoring/CloudWatchLogs.html,Cost: None/$0 ,
Security,CodeBuild projects should not be unused for 90 days or greater,AWS Well-Architected Framework,p1,Review CodeBuild projects to identify those unused for 90 days or more. Steps: 1. Audit CodeBuild projects. 2. Disable or delete unused projects. # REF:https://docs.aws.amazon.com/codebuild/latest/userguide/what-is-codebuild.html,Cost: None/$0 ,
Security,ECR repositories should have lifecycle policies configured,AWS Well-Architected Framework,p1,Configure lifecycle policies for ECR repositories. Steps: 1. Go to ECR console. 2. Set up lifecycle rules to manage images. # REF:https://docs.aws.amazon.com/AmazonECR/latest/userguide/lifecycle_policy.html,Cost: None/$0 ,
Security,Ensure IAM password policy expires passwords within 90 days or less,AWS Well-Architected Framework,p1,Ensure IAM password policy expires passwords within 90 days or less. Steps: 1. Review IAM password policy settings. 2. Adjust expiration settings as necessary. # REF:https://docs.aws.amazon.com/IAM/latest/UserGuide/reference_iam-policy-syntax.html,Cost: None/$0 ,
Security,DMS replication instances should not be publicly accessible,AWS Well-Architected Framework,p1,Ensure DMS replication instances are not publicly accessible. Steps: 1. Review DMS instance settings. 2. Modify accessibility settings as necessary. # REF:https://docs.aws.amazon.com/dms/latest/userguide/CHAP_Security.html,Cost: None/$0 ,
Security,EBS snapshots should not be publicly restorable,AWS Well-Architected Framework,p1,Ensure that EBS snapshots are not publicly restorable. Steps: 1. Review snapshot settings. 2. Change permissions to restrict public access. # REF:https://docs.aws.amazon.com/AWSEC2/latest/UserGuide/EBSSnapshots.html,Cost: None/$0 ,
Security,EC2 instances should not have a public IP address,AWS Well-Architected Framework,p1,Ensure EC2 instances do not have public IP addresses. Steps: 1. Audit EC2 instances. 2. Modify settings to disable public IPs. # REF:https://docs.aws.amazon.com/AWSEC2/latest/UserGuide/using-network-interface.html,Cost: None/$0 ,
Security,ES domains should be in a VPC,AWS Well-Architected Framework,p1,Ensure that Elasticsearch (ES) domains are located within a VPC. Steps: 1. Review ES domain configurations. 2. Move domains to a VPC if necessary. # REF:https://docs.aws.amazon.com/elasticsearch-service/latest/developerguide/es-vpc.html,Cost: None/$0 ,
Security,OpenSearch domains should be in a VPC,AWS Well-Architected Framework,p1,Ensure OpenSearch domains are located within a VPC. Steps: 1. Review OpenSearch configurations. 2. Move domains to a VPC if necessary. # REF:https://docs.aws.amazon.com/opensearch-service/latest/developerguide/create-domain.html,Cost: None/$0 ,
Security,EMR cluster master nodes should not have public IP addresses,AWS Well-Architected Framework,p1,Ensure EMR cluster master nodes do not have public IP addresses. Steps: 1. Review EMR cluster settings. 2. Adjust network configurations as needed. # REF:https://docs.aws.amazon.com/emr/latest/ManagementGuide/emr-plan-network.html,Cost: None/$0 ,
Security,EMR public access should be blocked at account level,AWS Well-Architected Framework,p1,Block public access for EMR clusters at the account level. Steps: 1. Review EMR security settings. 2. Configure account-level public access settings. # REF:https://docs.aws.amazon.com/emr/latest/ManagementGuide/emr-plan-security.html,Cost: None/$0 ,
Security,EC2 instances should be in a VPC,AWS Well-Architected Framework,p1,Ensure EC2 instances are located within a VPC. Steps: 1. Review EC2 instance configurations. 2. Modify settings to ensure they are launched in a VPC. # REF:https://docs.aws.amazon.com/AWSEC2/latest/UserGuide/EC2_GetStarted.html,Cost: None/$0 ,
Security,Lambda functions should restrict public access,AWS Well-Architected Framework,p1,Restrict public access to Lambda functions. Steps: 1. Review Lambda function settings. 2. Configure VPC settings to restrict access. # REF:https://docs.aws.amazon.com/lambda/latest/dg/configuration-vpc.html,Cost: None/$0 ,
Security,Lambda functions should be in a VPC,AWS Well-Architected Framework,p1,Ensure Lambda functions are located within a VPC. Steps: 1. Review function configurations. 2. Attach functions to a VPC if they are not. # REF:https://docs.aws.amazon.com/lambda/latest/dg/configuration-vpc.html,Cost: None/$0 ,
Security,RDS DB instances should prohibit public access,AWS Well-Architected Framework,p1,Ensure RDS DB instances prohibit public access. Steps: 1. Review RDS instance settings. 2. Modify public accessibility settings as necessary. # REF:https://docs.aws.amazon.com/AmazonRDS/latest/UserGuide/USER_VPC.html,Cost: None/$0 ,
Security,RDS snapshots should prohibit public access,AWS Well-Architected Framework,p1,Ensure RDS snapshots prohibit public access. Steps: 1. Review snapshot settings. 2. Adjust permissions to restrict public access. # REF:https://docs.aws.amazon.com/AmazonRDS/latest/UserGuide/USER_Snapshot.html,Cost: None/$0 ,
Security,KMS CMK policies should prohibit public access,AWS Well-Architected Framework,p1,Ensure KMS customer managed key (CMK) policies prohibit public access. Steps: 1. Review key policies. 2. Modify policies to prevent public access. # REF:https://docs.aws.amazon.com/kms/latest/developerguide/key-policies.html,Cost: None/$0 ,
Security,Redshift clusters should prohibit public access,AWS Well-Architected Framework,p1,Ensure Redshift clusters prohibit public access. Steps: 1. Review cluster settings. 2. Modify public access settings as necessary. # REF:https://docs.aws.amazon.com/redshift/latest/mgmt/security-using-VPC.html,Cost: None/$0 ,
Security,S3 bucket policy should prohibit public access,AWS Well-Architected Framework,p1,Ensure S3 bucket policies prohibit public access. Steps: 1. Review bucket policies. 2. Adjust settings to restrict public access. # REF:https://docs.aws.amazon.com/AmazonS3/latest/userguide/example-bucket-policies-s3.html,Cost: None/$0 ,
Security,S3 buckets should prohibit public write access,AWS Well-Architected Framework,p1,Ensure S3 buckets prohibit public write access. Steps: 1. Review bucket settings. 2. Set bucket policies to deny public write access. # REF:https://docs.aws.amazon.com/AmazonS3/latest/userguide/bucketpolicy-s3.html,Cost: None/$0 ,
Security,SageMaker notebook instances should not have direct internet access,AWS Well-Architected Framework,p1,Ensure SageMaker notebook instances do not have direct internet access. Steps: 1. Review SageMaker settings. 2. Adjust network configurations accordingly. # REF:https://docs.aws.amazon.com/sagemaker/latest/dg/notebook-instances.html,Cost: None/$0 ,
Security,Secrets Manager secrets that have not been used in 90 days should be removed,AWS Well-Architected Framework,p1,Remove Secrets Manager secrets that have not been used in 90 days. Steps: 1. Review secrets usage logs. 2. Delete unused secrets. # REF:https://docs.aws.amazon.com/secretsmanager/latest/userguide/manage_secret.html,Cost: None/$0 ,
Security,Auto Scaling launch config public IP should be disabled,AWS Well-Architected Framework,p1,Disable public IPs for Auto Scaling launch configurations. Steps: 1. Review launch configurations. 2. Set to disable public IPs. # REF:https://docs.aws.amazon.com/autoscaling/ec2/userguide/launchingASInstances.html,Cost: None/$0 ,
Security,Ensure the S3 bucket CloudTrail logs to is not publicly accessible,AWS Well-Architected Framework,p1,Ensure the S3 bucket that CloudTrail logs to is not publicly accessible. Steps: 1. Review bucket settings. 2. Adjust permissions as needed. # REF:https://docs.aws.amazon.com/awscloudtrail/latest/userguide/cloudtrail-s3-bucket-policy.html,Cost: None/$0 ,
Security,ECR repositories should prohibit public access,AWS Well-Architected Framework,p1,Ensure ECR repositories prohibit public access. Steps: 1. Review ECR settings. 2. Adjust repository policies to restrict public access. # REF:https://docs.aws.amazon.com/AmazonECR/latest/userguide/security.html,Cost: None/$0 ,
Security,EKS clusters endpoint should restrict public access,AWS Well-Architected Framework,p1,Ensure EKS cluster endpoints restrict public access. Steps: 1. Review EKS settings. 2. Modify endpoint access settings as necessary. # REF:https://docs.aws.amazon.com/eks/latest/userguide/network_restrictions.html,Cost: None/$0 ,
Security,ELB load balancers should prohibit public access,AWS Well-Architected Framework,p1,Ensure ELB load balancers prohibit public access. Steps: 1. Review load balancer settings. 2. Modify security groups to restrict public access. # REF:https://docs.aws.amazon.com/elasticloadbalancing/latest/userguide/load-balancer-security.html,Cost: None/$0 ,
Security,S3 public access should be blocked at account level,AWS Well-Architected Framework,p1,Block S3 public access at the account level. Steps: 1. Go to the S3 console. 2. Configure Block Public Access settings. # REF:https://docs.aws.amazon.com/AmazonS3/latest/userguide/block-public-access.html,Cost: None/$0 ,
Security,SNS topic policies should prohibit public access,AWS Well-Architected Framework,p1,Ensure SNS topic policies prohibit public access. Steps: 1. Review SNS topic policies. 2. Modify policies to restrict public access. # REF:https://docs.aws.amazon.com/sns/latest/dg/sns-access-policy.html,Cost: None/$0 ,
Security,SSM documents should not be public,AWS Well-Architected Framework,p1,Ensure SSM documents are not public. Steps: 1. Review SSM document settings. 2. Adjust permissions to prevent public access. # REF:https://docs.aws.amazon.com/systems-manager/latest/userguide/systems-manager-docs.html,Cost: None/$0 ,
Security,DMS replication instances should not be publicly accessible,AWS Well-Architected Framework,p1,Ensure DMS replication instances are not publicly accessible. Steps: 1. Review DMS settings. 2. Modify accessibility settings as necessary. # REF:https://docs.aws.amazon.com/dms/latest/userguide/CHAP_Replication.html,Cost: None/$0 ,
Security,ES domains should be in a VPC,AWS Well-Architected Framework,p1,Ensure Elasticsearch (ES) domains are located in a VPC. Steps: 1. Review ES domain settings. 2. Modify settings to ensure they are launched in a VPC. # REF:https://docs.aws.amazon.com/elasticsearch-service/latest/developerguide/es-vpc.html,Cost: None/$0 ,
Security,OpenSearch domains should be in a VPC,AWS Well-Architected Framework,p1,Ensure OpenSearch domains are located in a VPC. Steps: 1. Review OpenSearch domain settings. 2. Modify settings to ensure they are launched in a VPC. # REF:https://docs.aws.amazon.com/opensearch-service/latest/developerguide/vpc.html,Cost: None/$0 ,
Security,EC2 instances should be in a VPC,AWS Well-Architected Framework,p1,Ensure EC2 instances are located within a VPC. Steps: 1. Review EC2 instance configurations. 2. Modify settings to ensure they are launched in a VPC. # REF:https://docs.aws.amazon.com/AWSEC2/latest/UserGuide/EC2_GetStarted.html,Cost: None/$0 ,
Security,Lambda functions should be in a VPC,AWS Well-Architected Framework,p1,Ensure Lambda functions are located within a VPC. Steps: 1. Review function configurations. 2. Attach functions to a VPC if they are not. # REF:https://docs.aws.amazon.com/lambda/latest/dg/configuration-vpc.html,Cost: None/$0 ,
Security,SageMaker notebook instances should not have direct internet access,AWS Well-Architected Framework,p1,Ensure SageMaker notebook instances do not have direct internet access. Steps: 1. Review SageMaker settings. 2. Adjust network configurations accordingly. # REF:https://docs.aws.amazon.com/sagemaker/latest/dg/notebook-instances.html,Cost: None/$0 ,
Security,Secrets Manager secrets that have not been used in 90 days should be removed,AWS Well-Architected Framework,p1,Remove Secrets Manager secrets that have not been used in 90 days. Steps: 1. Review secrets usage logs. 2. Delete unused secrets. # REF:https://docs.aws.amazon.com/secretsmanager/latest/userguide/manage_secret.html,Cost: None/$0 ,
Security,CodeBuild projects should not use an user controlled buildspec,AWS Well-Architected Framework,p1,Ensure CodeBuild projects do not use a user-controlled buildspec. Steps: 1. Review buildspec settings. 2. Configure buildspecs to use only approved versions. # REF:https://docs.aws.amazon.com/codebuild/latest/userguide/build-spec-ref.html,Cost: None/$0 ,
Security,API Gateway stage logging should be enabled,AWS Well-Architected Framework,p1,Enable API Gateway stage logging. Steps: 1. Review API Gateway settings. 2. Enable logging for stages as needed. # REF:https://docs.aws.amazon.com/apigateway/latest/developerguide/set-up-logging.html,Cost: None/$0 ,
Security,OpenSearch domains should have audit logging enabled.,AWS Well-Architected Framework,p1,Ensure OpenSearch domains have audit logging enabled. Steps: 1. Review OpenSearch settings. 2. Enable audit logging if it is not already enabled. # REF:https://docs.aws.amazon.com/opensearch-service/latest/developerguide/audit-logging.html,Cost: None/$0 ,
Security,CloudTrail trails should be integrated with CloudWatch logs,AWS Well-Architected Framework,p1,Integrate CloudTrail trails with CloudWatch logs. Steps: 1. Review CloudTrail settings. 2. Configure logging to CloudWatch. # REF:https://docs.aws.amazon.com/awscloudtrail/latest/userguide/cloudwatch-logs.html,Cost: None/$0 ,
Security,All S3 buckets should log S3 data events in CloudTrail,AWS Well-Architected Framework,p1,Ensure all S3 buckets log S3 data events in CloudTrail. Steps: 1. Review bucket settings. 2. Enable S3 data event logging. # REF:https://docs.aws.amazon.com/AmazonS3/latest/userguide/LoggingReferer.html,Cost: None/$0 ,
Security,ACM certificates should have transparency logging enabled,AWS Well-Architected Framework,p1,Ensure ACM certificates have transparency logging enabled. Steps: 1. Review ACM settings. 2. Enable logging if not already enabled. # REF:https://docs.aws.amazon.com/acm/latest/userguide/acm-logs.html,Cost: None/$0 ,
Security,Lambda functions CloudTrail logging should be enabled,AWS Well-Architected Framework,p1,Enable CloudTrail logging for Lambda functions. Steps: 1. Review function settings. 2. Enable logging for CloudTrail. # REF:https://docs.aws.amazon.com/lambda/latest/dg/monitoring-cloudwatchlogs.html,Cost: None/$0 ,
Security,CloudFront distributions access logs should be enabled,AWS Well-Architected Framework,p1,Enable access logs for CloudFront distributions. Steps: 1. Review CloudFront settings. 2. Enable logging for distributions. # REF:https://docs.aws.amazon.com/AmazonCloudFront/latest/DeveloperGuide/monitoring-using-logs.html,Cost: None/$0 ,
Security,3.10 Ensure that Object-level logging for write events is enabled for S3 bucket,AWS Well-Architected Framework,p1,Ensure object-level logging for write events is enabled for S3 buckets. Steps: 1. Navigate to S3 bucket settings. 2. Enable logging for write events. # REF:https://docs.aws.amazon.com/AmazonS3/latest/userguide/LoggingReferer.html,Cost: None/$0 ,
Security,3.11 Ensure that Object-level logging for read events is enabled for S3 bucket,AWS Well-Architected Framework,p1,Ensure object-level logging for read events is enabled for S3 buckets. Steps: 1. Review bucket logging settings. 2. Enable logging for read events. # REF:https://docs.aws.amazon.com/AmazonS3/latest/userguide/LoggingReferer.html,Cost: None/$0 ,
Security,EKS clusters should have control plane audit logging enabled,AWS Well-Architected Framework,p1,Ensure EKS clusters have control plane audit logging enabled. Steps: 1. Review EKS settings. 2. Enable audit logging if it is not already enabled. # REF:https://docs.aws.amazon.com/eks/latest/userguide/control-plane-logs.html,Cost: None/$0 ,
Security,ELB application and classic load balancer logging should be enabled,AWS Well-Architected Framework,p1,Enable logging for ELB application and classic load balancers. Steps: 1. Navigate to load balancer settings. 2. Enable access logs. # REF:https://docs.aws.amazon.com/elasticloadbalancing/latest/userguide/load-balancer-access-logs.html,Cost: None/$0 ,
Security,RDS DB instances should be integrated with CloudWatch logs,AWS Well-Architected Framework,p1,Integrate RDS DB instances with CloudWatch logs. Steps: 1. Review RDS instance settings. 2. Enable logging integration with CloudWatch. # REF:https://docs.aws.amazon.com/AmazonRDS/latest/UserGuide/USER_LogAccess.html,Cost: None/$0 ,
Security,AWS Redshift audit logging should be enabled,AWS Well-Architected Framework,p1,Enable audit logging for AWS Redshift. Steps: 1. Review Redshift settings. 2. Enable audit logging if it is not already enabled. # REF:https://docs.aws.amazon.com/redshift/latest/mgmt/caudit.html,Cost: None/$0 ,
Security,Route 53 zones should have query logging enabled,AWS Well-Architected Framework,p1,Ensure Route 53 zones have query logging enabled. Steps: 1. Review Route 53 settings. 2. Enable query logging for DNS queries. # REF:https://docs.aws.amazon.com/Route53/latest/DeveloperGuide/query-logging.html,Cost: None/$0 ,
Security,S3 buckets object logging should be enabled,AWS Well-Architected Framework,p1,Ensure S3 bucket object logging is enabled. Steps: 1. Review bucket settings. 2. Enable object logging if not already enabled. # REF:https://docs.aws.amazon.com/AmazonS3/latest/userguide/LoggingReferer.html,Cost: None/$0 ,
Security,Elasticsearch domain should send logs to CloudWatch,AWS Well-Architected Framework,p1,Ensure Elasticsearch domains send logs to CloudWatch. Steps: 1. Review domain settings. 2. Enable log shipping to CloudWatch. # REF:https://docs.aws.amazon.com/elasticsearch-service/latest/developerguide/es-logs.html,Cost: None/$0 ,
Security,At least one multi-region AWS CloudTrail should be present in an account,AWS Well-Architected Framework,p1,Ensure at least one multi-region AWS CloudTrail is present. Steps: 1. Review CloudTrail settings. 2. Create a multi-region trail if none exists. # REF:https://docs.aws.amazon.com/awscloudtrail/latest/userguide/cloudtrail-create-and-update-a-trail.html,Cost: None/$0 ,
